time,SiC_stress,ave_gas_temp,buffer_void_volume,fis_gas_released,gap_volume,gas_pressure,initial_moles,kernel_th_density,kernel_void_volume,max_burnup,max_fluence,particle_power,strength_IPyC,strength_SiC
21686400,-221335416.30828,1045.3400479058,2.3316584153312e-11,5.0311109531437e-09,1.9023545991179e-11,849677.52384458,0,11212.655575986,8.8334651821447e-12,0.067848028710868,2.5106112e+25,0.10140016350603,281256183.68568,615505966.81351
21772800,-219889299.74948,1045.3410505175,2.3290267379252e-11,5.0600600207539e-09,1.9028103565385e-11,854423.16466514,0,11212.655575986,8.8653375396858e-12,0.068118339582226,2.5206336e+25,0.10140016350603,281490772.45511,615524243.95071
21859200,-218451977.39628,1045.3413266632,2.3264223301745e-11,5.0890606060226e-09,1.9032299803678e-11,859176.63597498,0,11212.655575986,8.8972082572112e-12,0.068388650453584,2.530656e+25,0.10140016350603,281724902.22429,615542795.39752
21945600,-217023619.44004,1045.3408822648,2.3238449368075e-11,5.1181125878568e-09,1.9036137475521e-11,863937.92800151,0,11212.655575986,8.9290773309271e-12,0.068658961324942,2.5406784e+25,0.10140016350603,281958568.56191,615561624.74453
22032000,-215604396.39982,1045.3397232584,2.3212943024932e-11,5.1472158458254e-09,1.9039619358417e-11,868707.03109055,0,11212.655575986,8.9609447559653e-12,0.0689292721963,2.5507008e+25,0.10140016350603,282191766.65901,615580735.53123
22118400,-214194479.13777,1045.3378555559,2.3187701717948e-11,5.1763702601533e-09,1.904274823839e-11,873483.93567544,0,11212.655575986,8.9928105263914e-12,0.069199583067658,2.5607232e+25,0.10140016350603,282424491.3392,615600131.32133
22204800,-212794038.88356,1045.3352850509,2.3162722891369e-11,5.2055757117166e-09,1.9045526910206e-11,878268.63224527,0,11212.655575986,9.0246746352825e-12,0.069469893939016,2.5707456e+25,0.10140016350603,282656737.06095,615619815.64378
22291200,-211403247.20036,1045.3320176395,2.3138003987749e-11,5.2348320820382e-09,1.9047958177637e-11,883061.11134527,0,11212.655575986,9.0565370748386e-12,0.069740204810374,2.580768e+25,0.10140016350603,282888497.89869,615639791.99279
22377600,-210022276.04112,1045.3280592338,2.3113542447682e-11,5.2641392532836e-09,1.9050044853582e-11,887861.36359143,0,11212.655575986,9.0883978364765e-12,0.070010515681732,2.5907904e+25,0.10140016350603,283119767.55916,615660063.88585
22464000,-208651297.75031,1045.3234157064,2.3089335709396e-11,5.2934971082551e-09,1.9051789760539e-11,892669.37967295,0,11212.655575986,9.1202569107879e-12,0.07028082655309,2.6008128e+25,0.10140016350603,283350539.3671,615680634.75886
22550400,-207290485.03453,1045.3180929598,2.3065381208597e-11,5.3229055303883e-09,1.905319573067e-11,897485.15030792,0,11212.655575986,9.1521142876844e-12,0.070551137424448,2.6108352e+25,0.10140016350603,283580806.26374,615701508.03553
22636800,-205940011.01311,1045.3120968743,2.3041676378116e-11,5.3523644037463e-09,1.9054265606132e-11,902308.66629274,0,11212.655575986,9.183969956368e-12,0.070821448295806,2.6208576e+25,0.10140016350603,283810560.81183,615722687.10982
22723200,-204600049.20303,1045.3054333305,2.3018218647717e-11,5.381873613016e-09,1.9055002239239e-11,907139.91845726,0,11212.655575986,9.215823905419e-12,0.071091759167164,2.63088e+25,0.10140016350603,284039795.20324,615744175.29215
22809600,-203270773.53539,1045.2981082434,2.299500544391e-11,5.411433043504e-09,1.9055408492558e-11,911978.89768068,0,11212.655575986,9.2476761228776e-12,0.071362070038522,2.6409024e+25,0.10140016350603,284268501.23526,615765975.86619
22896000,-201952358.36028,1045.2901274754,2.297203418956e-11,5.4410425811304e-09,1.9055487239434e-11,916825.59490991,0,11212.655575986,9.279526596122e-12,0.07163238090988,2.6509248e+25,0.10140016350603,284496670.33244,615788092.05811
22982400,-200644978.44999,1045.28149693,2.2949302303864e-11,5.470702112426e-09,1.9055241363837e-11,921680.00109111,0,11212.655575986,9.3113753120746e-12,0.071902691781238,2.6609472e+25,0.10140016350603,284724293.53715,615810527.00328
23068800,-199348809.02755,1045.2722225014,2.292680720202e-11,5.5004115245272e-09,1.9054673760761e-11,926542.10723811,0,11212.655575986,9.3432222571055e-12,0.072173002652596,2.6709696e+25,0.10140016350603,284951361.51455,615833283.77604
23155200,-198064025.7435,1045.2623100888,2.2904546295093e-11,5.530170705172e-09,1.9053787336334e-11,931411.90438936,0,11212.655575986,9.3750674171325e-12,0.072443313523954,2.680992e+25,0.10140016350603,285177864.55388,615856365.32596
23241600,-196790804.70127,1045.2517655955,2.2882516989789e-11,5.5599795426952e-09,1.9052585008036e-11,936289.38361355,0,11212.655575986,9.4069107775878e-12,0.072713624395312,2.6910144e+25,0.10140016350603,285403792.56567,615879774.60901
23328000,-195529322.44853,1045.2405949358,2.2860716688298e-11,5.5898379260248e-09,1.9051069704852e-11,941174.5360073,0,11212.655575986,9.4387523234778e-12,0.07298393526667,2.7010368e+25,0.10140016350603,285629135.09089,615903514.35011
23414400,-194279756.00665,1045.2288040265,2.2839142788084e-11,5.6197457446774e-09,1.9049244367473e-11,946067.35269483,0,11212.655575986,9.4705920393717e-12,0.073254246138028,2.7110592e+25,0.10140016350603,285853881.29793,615927587.23733
23500800,-193042282.86837,1045.2163987981,2.2817792681767e-11,5.6497028887544e-09,1.9047111948405e-11,950967.82481936,0,11212.655575986,9.5024299094475e-12,0.073524557009386,2.7210816e+25,0.10140016350603,286078019.99774,615951995.8409
23587200,-191817080.99178,1045.2033851826,2.2796663756878e-11,5.6797092489376e-09,1.9044675412257e-11,955875.94354513,0,11212.655575986,9.5342659174581e-12,0.073794867880744,2.731104e+25,0.10140016350603,286301539.62499,615976742.58295
23673600,-190604328.8124,1045.1897691248,2.2775753395758e-11,5.7097647164854e-09,1.9041937735817e-11,960791.70004588,0,11212.655575986,9.5661000467884e-12,0.074065178752102,2.7411264e+25,0.10140016350603,286524428.26659,616001829.7234
23760000,-189404205.27285,1045.1755565702,2.275505897535e-11,5.7398691832285e-09,1.9038901908262e-11,965715.08550911,0,11212.655575986,9.5979322804278e-12,0.074335489623461,2.7511488e+25,0.10140016350603,286746673.65769,616027259.45947
23846400,-188216889.78264,1045.1607535027,2.2734577867129e-11,5.770022541567e-09,1.9035570931225e-11,970646.0911235,0,11212.655575986,9.6297626010491e-12,0.074605800494819,2.7611712e+25,0.10140016350603,286968263.17127,616053033.69731
23932800,-187042562.26534,1045.145365891,2.2714307436837e-11,5.8002246844653e-09,1.9031947819125e-11,975584.70810428,0,11212.655575986,9.6615909909204e-12,0.074876111366177,2.7711936e+25,0.10140016350603,287189183.85454,616079154.2908
24019200,-185881403.13213,1045.1293997251,2.2694245044377e-11,5.8304755054488e-09,1.9028035599231e-11,980530.92764468,0,11212.655575986,9.6934174319682e-12,0.075146422237535,2.781216e+25,0.10140016350603,287409422.40814,616105622.80359
24105600,-184733593.31623,1045.1128609993,2.2674388043707e-11,5.8607748986002e-09,1.902383731182e-11,985484.74094435,0,11212.655575986,9.725241905771e-12,0.075416733108893,2.7912384e+25,0.10140016350603,287628965.20534,616132440.70522
24192000,-183599314.26542,1045.0957557593,2.2654733782693e-11,5.8911227585569e-09,1.9019356010228e-11,990446.13919073,0,11212.655575986,9.7570643936335e-12,0.075687043980251,2.8012608e+25,0.10140016350603,287847798.29814,616159609.19101
24278400,-182478747.94379,1045.0780900195,2.2635279602861e-11,5.9215189805047e-09,1.9014594761299e-11,995415.11359257,0,11212.655575986,9.7888848764254e-12,0.075957354851609,2.8112832e+25,0.10140016350603,288065907.42384,616187129.24461
24364800,-181372076.82592,1045.0598698377,2.261602283939e-11,5.951963460177e-09,1.9009556645252e-11,1000391.6553084,0,11212.655575986,9.8207033347611e-12,0.076227665722967,2.8213056e+25,0.10140016350603,288283278.01098,616215001.64181
24451200,-180279483.9324,1045.0411018753,2.2596960559527e-11,5.9824560935244e-09,1.9004245046248e-11,1005375.7498314,0,11212.655575986,9.8525197199925e-12,0.076497976594325,2.831328e+25,0.10140016350603,288499895.19594,616243226.84981
24537600,-179201152.87636,1045.0217926704,2.2578090005792e-11,6.0129967773014e-09,1.8998663157427e-11,1010367.3927635,0,11212.655575986,9.8843340059984e-12,0.076768287465683,2.8413504e+25,0.10140016350603,288715743.81365,616271805.27946
24624000,-178137267.63514,1045.0019478841,2.2559408497662e-11,6.0435854088943e-09,1.8992814093338e-11,1015366.5774658,0,11212.655575986,9.9161461751863e-12,0.077038598337041,2.8513728e+25,0.10140016350603,288930808.43808,616300736.73573
24710400,-177088012.86935,1044.9815738158,2.2540913348956e-11,6.0742218862311e-09,1.8986700980713e-11,1020373.2946616,0,11212.655575986,9.9479562102109e-12,0.077308909208399,2.8613952e+25,0.10140016350603,289145073.36751,616330020.95635
24796800,-176053573.74084,1044.9606765883,2.2522601866517e-11,6.1049061077624e-09,1.8980326961064e-11,1025387.5355997,0,11212.655575986,9.9797640927886e-12,0.077579220079757,2.8714176e+25,0.10140016350603,289358522.63017,616359657.32816
24883200,-175034135.98061,1044.9392623598,2.2504471350324e-11,6.1356379724628e-09,1.897369519018e-11,1030409.2913185,0,11212.655575986,1.0011569804093e-11,0.077849530951115,2.88144e+25,0.10140016350603,289571140.02986,616389644.94269
24969600,-174029885.87671,1044.9173372918,2.2486519093252e-11,6.1664173798263e-09,1.8966808838455e-11,1035438.5528318,0,11212.655575986,1.0043373324684e-11,0.078119841822473,2.8914624e+25,0.10140016350603,289782909.1186,616419982.58538
25056000,-173041010.23178,1044.8949075862,2.2468742380911e-11,6.1972442298647e-09,1.8959671091015e-11,1040475.3110972,0,11212.655575986,1.0075174634615e-11,0.078390152693831,2.9014848e+25,0.10140016350603,289993813.23751,616450668.58289
25142400,-172067696.46091,1044.8719794405,2.2451138491462e-11,6.2281184231037e-09,1.8952285147894e-11,1045519.5570463,0,11212.655575986,1.0106973713381e-11,0.078660463565189,2.9115072e+25,0.10140016350603,290203835.51322,616481701.00713
25228800,-171110132.50666,1044.8485591117,2.2433704695507e-11,6.2590398605814e-09,1.8944654224117e-11,1050571.2815404,0,11212.655575986,1.0138770540038e-11,0.078930774436547,2.9215296e+25,0.10140016350603,290412958.87854,616513077.52495
25315200,-170168506.89732,1044.8246528537,2.2416438255844e-11,6.2900084438438e-09,1.8936781550018e-11,1055630.4754232,0,11212.655575986,1.0170565093112e-11,0.079201085307905,2.931552e+25,0.10140016350603,290621166.09246,616544795.39415
25401600,-169243008.71908,1044.8002669581,2.2399336427393e-11,6.3210240749435e-09,1.8928670371265e-11,1060697.1294615,0,11212.655575986,1.0202357350697e-11,0.079471396179263,2.9415744e+25,0.10140016350603,290828439.73204,616576851.46775
25488000,-168333827.65507,1044.7754077445,2.238239645701e-11,6.3520866564363e-09,1.8920323949048e-11,1065771.2343775,0,11212.655575986,1.0234147290438e-11,0.079741707050621,2.9515968e+25,0.10140016350603,291034762.24514,616609242.19318
25574400,-167441153.9345,1044.7500815569,2.2365615583368e-11,6.3831960913786e-09,1.8911745560266e-11,1070852.780837,0,11212.655575986,1.0265934889545e-11,0.080012017921979,2.9616192e+25,0.10140016350603,291240115.92774,616641963.60597
25660800,-166565178.38151,1044.7242947745,2.2348991036807e-11,6.4143522833248e-09,1.8902938497641e-11,1075941.7594405,0,11212.655575986,1.0297720124806e-11,0.080282328793337,2.9716416e+25,0.10140016350603,291444482.96563,616675011.21418
25747200,-165706092.3979,1044.6980537888,2.2332520039195e-11,6.4455551363241e-09,1.88939060699e-11,1081038.160731,0,11212.655575986,1.0329502972587e-11,0.080552639664695,2.981664e+25,0.10140016350603,291647845.44344,616708380.11135
25833600,-164864087.99738,1044.6713650239,2.2316199803823e-11,6.4768045549186e-09,1.8884651601861e-11,1086141.9751669,0,11212.655575986,1.0361283408847e-11,0.080822950536053,2.9916864e+25,0.10140016350603,291850185.36124,616742064.91284
25920000,-164039495.81771,1044.6442344434,2.2300027534701e-11,6.5081004441245e-09,1.8875178171446e-11,1091253.1987085,0,11212.655575986,1.0393061408435e-11,0.081093261407411,3.0017088e+25,0.10140016350603,292051463.21809,616776065.87558
26006400,-163233182.29749,1044.6166659958,2.2284000424698e-11,6.5394427093747e-09,1.8865487859098e-11,1096371.8484127,0,11212.655575986,1.0424836942883e-11,0.081363572278769,3.0117312e+25,0.10140016350603,292251556.23689,616810406.57688
26092800,-162445318.98339,1044.588666314,2.2268115660805e-11,6.5708312566335e-09,1.8855584086937e-11,1101497.9113796,0,11212.655575986,1.0456609987095e-11,0.081633883150128,3.0217536e+25,0.10140016350603,292450449.47406,616845078.34449
26179200,-161676082.96739,1044.5602420215,2.2252370420911e-11,6.6022659923482e-09,1.884547028132e-11,1106631.3775013,0,11212.655575986,1.0488380515546e-11,0.081904194021486,3.031776e+25,0.10140016350603,292648128.21314,616880071.73491
26265600,-160925653.10543,1044.5313997528,2.2236761873706e-11,6.6337468234459e-09,1.8835149884227e-11,1111772.2365575,0,11212.655575986,1.0520148502301e-11,0.082174504892844,3.0417984e+25,0.10140016350603,292844577.62466,616915376.72374
26352000,-160194210.06186,1044.5021462287,2.2221287178679e-11,6.6652736573343e-09,1.8824626353179e-11,1116920.4782363,0,11212.655575986,1.0551913921151e-11,0.082444815764202,3.0518208e+25,0.10140016350603,293039782.7581,616950982.87762
26438400,-159481936.20163,1044.4724881516,2.2205943485878e-11,6.6968464018957e-09,1.8813903161795e-11,1122076.0921975,0,11212.655575986,1.0583676745431e-11,0.08271512663556,3.0618432e+25,0.10140016350603,293233728.58382,616986879.15397
26524800,-158789015.67862,1044.4424322597,2.2190727935906e-11,6.7284649654863e-09,1.8802983799652e-11,1127239.067969,0,11212.655575986,1.0615436948132e-11,0.082985437506918,3.0718656e+25,0.10140016350603,293426400.02891,617023054.13926
26611200,-158115634.18103,1044.4119853677,2.2175637659823e-11,6.7601292569348e-09,1.8791871772642e-11,1132409.3949916,0,11212.655575986,1.0647194501921e-11,0.083255748378276,3.081888e+25,0.10140016350603,293617781.9953,617059495.61815
26697600,-157461979.14948,1044.3811542859,2.2160669779006e-11,6.7918391855387e-09,1.8780570603038e-11,1137587.0626603,0,11212.655575986,1.067894937907e-11,0.083526059249634,3.0919104e+25,0.10140016350603,293807859.39598,617096191.0404
26784000,-156828239.55103,1044.3499458791,2.2145821405115e-11,6.8235946610628e-09,1.8769083829745e-11,1142772.0602327,0,11212.655575986,1.0710701551515e-11,0.083796370120992,3.1019328e+25,0.10140016350603,293996617.19132,617133127.18004
26870400,-156214605.99112,1044.3183670282,2.2131089639947e-11,6.8553955937363e-09,1.8757415008416e-11,1147964.3768868,0,11212.655575986,1.0742450990788e-11,0.08406668099235,3.1119552e+25,0.10140016350603,294184040.3997,617170290.24877
26956800,-155621270.56406,1044.2864246659,2.2116471575401e-11,6.8872418942515e-09,1.8745567711635e-11,1153164.0016755,0,11212.655575986,1.0774197668092e-11,0.084336991863708,3.1219776e+25,0.10140016350603,294370114.14917,617207665.87898
27043200,-155048426.91813,1044.2541257771,2.2101964293428e-11,6.919133473762e-09,1.8733545528957e-11,1158370.9235619,0,11212.655575986,1.080594155431e-11,0.084607302735066,3.132e+25,0.10140016350603,294554823.70699,617245239.10966
27129600,-154496270.17276,1044.2214773611,2.2087564865845e-11,6.9510702438794e-09,1.8721352067269e-11,1163585.1314088,0,11212.655575986,1.0837682619902e-11,0.084877613606424,3.1420224e+25,0.10140016350603,294738154.4945,617282994.36051
27216000,-153964996.94609,1044.1884864638,2.2073270354367e-11,6.9830521166722e-09,1.8708990950742e-11,1168806.6139414,0,11212.655575986,1.0869420835004e-11,0.085147924477782,3.1520448e+25,0.10140016350603,294920092.14072,617320915.49624
27302400,-153454805.24463,1044.1551601579,2.2059077810455e-11,7.0150790046628e-09,1.8696465821154e-11,1174035.3597691,0,11212.655575986,1.0901156169364e-11,0.08541823534914,3.1620672e+25,0.10140016350603,295100622.49167,617358985.78694
27388800,-152965894.52571,1044.1215048354,2.2044984641032e-11,7.0471508211604e-09,1.8683779945314e-11,1179271.3663292,0,11212.655575986,1.0932888619251e-11,0.085688546220498,3.1720896e+25,0.10140016350603,295279731.66417,617397187.86514
27475200,-152498465.50155,1044.087526512,2.2030988136348e-11,7.0792674797521e-09,1.8670936726874e-11,1184514.6185895,0,11212.655575986,1.0964618167833e-11,0.085958857091856,3.182112e+25,0.10140016350603,295457406.06959,617435503.48469
27561600,-152052720.58192,1044.0532332023,2.2017085317111e-11,7.1114288942342e-09,1.8657939866145e-11,1189765.0971407,0,11212.655575986,1.0996344778206e-11,0.086229167963214,3.1921344e+25,0.10140016350603,295633632.42358,617473914.59938
27648000,-151628863.20988,1044.0186318555,2.2003273191312e-11,7.1436349788349e-09,1.8644793084676e-11,1195022.7908789,0,11212.655575986,1.1028068412272e-11,0.086499478834572,3.2021568e+25,0.10140016350603,295808397.82821,617512401.81527
27734400,-151227098.3107,1043.9837297324,2.1989548756149e-11,7.1758856482392e-09,1.8631500121334e-11,1200287.68739,0,11212.655575986,1.1059789032617e-11,0.08676978970593,3.2121792e+25,0.10140016350603,295981689.75701,617550945.50374
27820800,-150847632.02101,1043.9485342106,2.1975908997796e-11,7.2081808175848e-09,1.8618064733062e-11,1205559.7744073,0,11212.655575986,1.1091506602171e-11,0.087040100577288,3.2222016e+25,0.10140016350603,296153496.11427,617589525.36211
27907200,-150490671.77963,1043.9130527122,2.1962350891414e-11,7.2405204024577e-09,1.8604490695062e-11,1210839.0395981,0,11212.655575986,1.1123221084023e-11,0.087310411448646,3.232224e+25,0.10140016350603,296323805.25411,617628120.54321
27993600,-150156426.35502,1043.8772926307,2.1948871401122e-11,7.2729043188877e-09,1.8590781800967e-11,1216125.4704771,0,11212.655575986,1.1154932441285e-11,0.087580722320004,3.2422464e+25,0.10140016350603,296492606.02614,617666709.76771
